,id,a1,a2,label,topic,new_topic_id
4274,1232_1261,social media has brought about information at our fingertips - helping us find the right contact via media such as linkedin,it connects the world in a way that change for good can take hold faster.,a1,Social media brings MORE GOOD than,3
4275,1262_1196,the connections we make in real life are often lost without the assistance of social media. it's enables us to enrich our lives and foster more diverse friendships when we aren't limited by geography.,"social media has given minorities a safe and discreet place to meet and discuss issues important to them. it has empowered these groups to demand changes in real life, making society better and safer for all.",a2,Social media brings MORE GOOD than,3
4276,1263_1259,social media provides a platform for friends and family to easily and efficiently post updates in one place that everyone connected to them can then consume,with social media business can connect to users better and provide services as per individual needs not based on segmentation.,a1,Social media brings MORE GOOD than,3
4277,1264_1173,"social media gives a voice to everyone, without any distinction",social media has enabled discovery of interests participants may not even have known they have,a1,Social media brings MORE GOOD than,3
4278,1253_1261,"social media, if rightly used, can help in connecting with people who can help both personally and professionally.",it connects the world in a way that change for good can take hold faster.,a1,Social media brings MORE GOOD than,3
4279,1166_1236,one is able to reconnect and continue interaction with long lost/old friends,"social media provides an opportunity for everybody's voice to be heard, irrespective of their background, race, gender or religion.",a2,Social media brings MORE GOOD than,3
4280,1190_1258,social media when used responsibly can be a boon to one and all,social media has provided a platform where the voices of unheard can be heard,a2,Social media brings MORE GOOD than,3
4281,1249_1169,there are good lessons learnt can be used for better purpose and quick benefit of the society using social media.,"social media is a natural extension of the way people have always interacted freely with each other, thus it can only bring good outcomes",a2,Social media brings MORE GOOD than,3
4282,1167_1219,"used correctly and with a critical eye as to what one is reading, social media can keep distant friends 'involved' in our lives; they can stay up to date with your latest adventures.","i think it depends on the platform. example - i find out information on business much sooner than i used to before. as a customer, i am able to express satisfactions/concerns more directly and timely also.",a1,Social media brings MORE GOOD than,3
4283,1265_1144,"if one understand their accountability and responsibility of their own activities, it reaps benefits.",social media helps us to find or learn about literally anything.,a2,Social media brings MORE GOOD than,3
4284,1258_1266,social media has provided a platform where the voices of unheard can be heard,social media has helped saved many lives by immediately connecting with support systems and reaching out for timely help,a2,Social media brings MORE GOOD than,3
4285,1267_1268,"social media empower people, enhancing their ability to communicate one with another. some people may abuse this ability, but generally it brings much more good than harm.","social media is a very effective tool for mobilizing disorganized individuals into various forms of protest, either online or on the streets. this gives significantly more power to citizens and improves democracy and accountability.",a2,Social media brings MORE GOOD than,3
4286,1269_1270,"due to social media, businesses are compelled to provide better and timely customer support.",people can see more details about you and can judge positively,a1,Social media brings MORE GOOD than,3
4287,1169_1186,"social media is a natural extension of the way people have always interacted freely with each other, thus it can only bring good outcomes","the internet gives millions of people access to information they would not otherwise have had, which is a huge benefit. most people are not that easy to fool.",a1,Social media brings MORE GOOD than,3
4288,1188_1256,"social media has connected more people than ever before and that is always a good thing. when people are connected and share, more good than bad happens.","how easy it is now, to share what i want to share, and what i want to see. if i am a sane person, i can still use the platform judiciously.",a1,Social media brings MORE GOOD than,3
4289,1243_1271,social media exposes its users to feel-good stories and acts of kindness that have a positive ripple effect.,social media can be used to communicate important information to a wide audience. like informing friends and family know about major life events.,a2,Social media brings MORE GOOD than,3
4290,1272_1202,"social media allows you to define yourself in your own terms, allows you to control the messaging for your personal brand, and allows you to share your optimism and positive energy with the world at-large.","social media allows people to quickly communicate, to keep up with friends and what is going on in their lives - where people ensure they only share information to their friend/family circles.",a2,Social media brings MORE GOOD than,3
4291,1273_1274,social media ia great. we all like it.,trends of social behavior can be studied for business purposes and generating new product ideas.,a2,Social media brings MORE GOOD than,3
4292,1215_1243,social media allows distant families and friends to stay connected and share their lives in a convenient and fun way,social media exposes its users to feel-good stories and acts of kindness that have a positive ripple effect.,a1,Social media brings MORE GOOD than,3
4293,1191_1217,"best way of timepass. you will get stuffs from all around the world starting from jokes, news, update on your friends.",social media is a convenient means of eliciting the feelings of people and also understanding the impact of events on the populace,a2,Social media brings MORE GOOD than,3
4294,1200_1156,social media enables global communication and activism towards good causes,"for business promotions, social media is a better and cost effective platform.",a1,Social media brings MORE GOOD than,3
4295,1138_1275,social media helps people to better understand all of the various points of view on a topic - allowing them to make decisions that are good for more people.,"social media is the world in a platform. people love to talk,opine share,appreciate each other since time immemorial. social media brings them closer, form groups, stay connected and enjoy togetherness in all inclusive manner.",a1,Social media brings MORE GOOD than,3
4296,1276_1150,social media can be used to quickly mobilize large numbers of people for good after disasters or personal tragedies as seen in the many charitable gofundme campaigns.,"it is the hallmark of the digital age making the world a smaller place. its primary intention helps gives people new, better and easier means to communicate, network and collaborate, notwithstanding the unintended consequences.",a1,Social media brings MORE GOOD than,3
4297,1227_1229,"sm brings the information, knowledge that you can never have before, the news feed is based on what you're interested in &amp; the people you follow, so it's you who decide whether it's harmful or not",social media help to bring people who may physically not be able to see on a regular basis to keep in touch and have at least a general view on how things are going.,a2,Social media brings MORE GOOD than,3
4298,1277_1186,social media has provided platform to common people to voice their opinion on various subjects which otherwise was left to regulated agencies like press etc,"the internet gives millions of people access to information they would not otherwise have had, which is a huge benefit. most people are not that easy to fool.",a1,Social media brings MORE GOOD than,3
4299,1244_1264,social media can become an activist platform to amplify minority thoughts to mainstream ideas,"social media gives a voice to everyone, without any distinction",a2,Social media brings MORE GOOD than,3
4300,1149_1170,social media is an instrument that provides the right to normal people to get connected to powerful politicians and people to directly interact. this medium was no there before.,"when used to communicate important safety and security information, whether nature or man made events, social media is helpful. but personal info security needs significant improvements.",a1,Social media brings MORE GOOD than,3
4301,1278_1279,we see issues like me-too movements are getting reported in social media. all mismanagement gets immediately reported in social media now a days. social media platform has evolved as defender of justice for human society.,"social media brings more good than harm based on what you are looking for and what level of information you are willing to share, example, they can centralize your trusted news source.",a2,Social media brings MORE GOOD than,3
4302,1215_1280,social media allows distant families and friends to stay connected and share their lives in a convenient and fun way,social media helped the #metoo movement and changed the conversation for women in the workplace,a1,Social media brings MORE GOOD than,3
4303,1215_1255,social media allows distant families and friends to stay connected and share their lives in a convenient and fun way,social networks are a non-intimidating way for people with social anxiety to connect with others,a1,Social media brings MORE GOOD than,3
4304,1218_1197,"if you know how to filter data on social media, the good is increased. such as: bring people together, you can meet others with same interest. work together. build good solutions for the world","social media allows people to connect with likeminded individuals from anywhere in the world. this gives people more fulfillment in their lives, and is especially important for minorities who suffer from varying degrees of oppression.",a2,Social media brings MORE GOOD than,3
4305,1281_1183,social media doesn't bring harm. it is users using it for private. it is good for instant messaging and crowdsourcing. what if we had the tool that could determine if a message is private?,social media fosters connection in this high paced society and being social animals we need to be connected to others with similar or opposing ideas. it helps in evaluating both pros and cons of any matter.,a2,Social media brings MORE GOOD than,3
4306,1173_1165,social media has enabled discovery of interests participants may not even have known they have,social media allows people from across the globe to interact with each other in ways that could not have been possible before.,a2,Social media brings MORE GOOD than,3
4307,1281_1282,social media doesn't bring harm. it is users using it for private. it is good for instant messaging and crowdsourcing. what if we had the tool that could determine if a message is private?,"social media allows anyone with internet access to have a voice. not everyone can speak on tv or write for a newspaper, but social media allows multitudes to post their thoughts and ideas.",a2,Social media brings MORE GOOD than,3
4308,1283_1151,"the internet is better than sitting in front of the tv, at least you might learn something.",social media was used during terror attacks to help save lives,a2,Social media brings MORE GOOD than,3
4309,1194_1208,social media allows people with real life social interaction issues to approach and talk to people they wouldn't usually have the courage to do by themselves.,"in developing country like inida where mobile data is cheap social media has helped in small business and freelancers to promote their stuff. fb, instagram and what's app are used widely.",a1,Social media brings MORE GOOD than,3
4310,1247_1231,"social media is a good way of keeping track and up today with the happenings of friends, family, and colleagues over time.","social media can help people maintain connections with people and groups such as old school classmates and former neighbors, expanding their social connections.",a2,Social media brings MORE GOOD than,3
4311,1141_1154,social media provides an easy way for everyone to express their true views.,"you can post your creative skills through videos, photos and display your skills to the whole world through social media.",a1,Social media brings MORE GOOD than,3
4312,1268_1199,"social media is a very effective tool for mobilizing disorganized individuals into various forms of protest, either online or on the streets. this gives significantly more power to citizens and improves democracy and accountability.","with social media, we can keep ourselves abreast. it's up to individual what to follow and what not to follow, what to believe and what not to believe.",a1,Social media brings MORE GOOD than,3
4313,1206_1153,social media democratizes access to information and exchange of ideas between individuals. this promotes community awareness of their current situation and future possibilities.,social media provides access to research materials instantly as opposed to significant labour intensive data gathering,a1,Social media brings MORE GOOD than,3
4314,1252_1216,"social media is a great way to connect with distant friends and family, sharing photos and stories with people they cannot regularly connect with.",social media as a way to learn more about diverse life styles from people of different backgrounds,a1,Social media brings MORE GOOD than,3
4315,1284_1281,many of us are too shy to engage in public discussions. social media allows us to be part of debates by allowing us to carefully choose our words and hone our explanations before we express them.,social media doesn't bring harm. it is users using it for private. it is good for instant messaging and crowdsourcing. what if we had the tool that could determine if a message is private?,a1,Social media brings MORE GOOD than,3
4316,1276_1158,social media can be used to quickly mobilize large numbers of people for good after disasters or personal tragedies as seen in the many charitable gofundme campaigns.,"we should promote the correct usage of social media, rather than banning it or discontinuing it in any way. people should develop the brilliance to use any platform in a constructive way",a1,Social media brings MORE GOOD than,3
4317,1276_1285,social media can be used to quickly mobilize large numbers of people for good after disasters or personal tragedies as seen in the many charitable gofundme campaigns.,social media is and added advantage in creating international policies based on the events for government. and finding new markets for corporates like how trades and cross border currency are impacted,a1,Social media brings MORE GOOD than,3
4318,1259_1231,with social media business can connect to users better and provide services as per individual needs not based on segmentation.,"social media can help people maintain connections with people and groups such as old school classmates and former neighbors, expanding their social connections.",a2,Social media brings MORE GOOD than,3
4319,1286_1205,social media allows people to follow their idols and their whereabouts.,"social media allows people to stay in touch, even though they live in opposite parts of the world.",a2,Social media brings MORE GOOD than,3
4320,1136_1227,"being a better person is about compassion and empathy. and there is nothing that increases cross-world empathy like social media. from africa to arizona, i can deeply understand the human condition. thank you, facebook.","sm brings the information, knowledge that you can never have before, the news feed is based on what you're interested in &amp; the people you follow, so it's you who decide whether it's harmful or not",a2,Social media brings MORE GOOD than,3
4321,1250_1270,the social nature of social media helps to remove bias from news.,people can see more details about you and can judge positively,a1,Social media brings MORE GOOD than,3
4322,1262_1287,the connections we make in real life are often lost without the assistance of social media. it's enables us to enrich our lives and foster more diverse friendships when we aren't limited by geography.,social media is a wonderful place only if the choice of friends or connections made are right and there is some sort of basic similarity between you and the one who views your shares.,a2,Social media brings MORE GOOD than,3
4323,1262_1218,the connections we make in real life are often lost without the assistance of social media. it's enables us to enrich our lives and foster more diverse friendships when we aren't limited by geography.,"if you know how to filter data on social media, the good is increased. such as: bring people together, you can meet others with same interest. work together. build good solutions for the world",a1,Social media brings MORE GOOD than,3
4324,1270_1288,people can see more details about you and can judge positively,social media is a good platform for people to stay in touch and on top of trends.,a2,Social media brings MORE GOOD than,3
4325,1199_1159,"with social media, we can keep ourselves abreast. it's up to individual what to follow and what not to follow, what to believe and what not to believe.",social media allows people to find and connect to old friends and relatives that they haven't seen in a long time.,a2,Social media brings MORE GOOD than,3
4326,1233_1245,social media opens doors to new communities that can lend people an increased sense of purpose.,"social media fosters community engagement, giving a platform to people who might otherwise not have the ability.",a2,Social media brings MORE GOOD than,3
4327,1264_1163,"social media gives a voice to everyone, without any distinction",its an easy and fast way to be updated on your in interest topics,a1,Social media brings MORE GOOD than,3
4328,1234_1278,social media is the quickest way to reach out for any kind of help specially in case of emergencies.for eg. in india people traveling in trains are using twitter to reach out for any support.,we see issues like me-too movements are getting reported in social media. all mismanagement gets immediately reported in social media now a days. social media platform has evolved as defender of justice for human society.,a1,Social media brings MORE GOOD than,3
4329,1225_1222,social media are an ideal platform for brands to spread their messages in an other way and to build on the reach of the influencers on such media.,"social media allows to explore virtually any interest, connection, creed and people knowledge without biased or restriction of any kind, openly.",a2,Social media brings MORE GOOD than,3
4330,1289_1247,social media allows people to self organise and protest against opression. the arab spring was a great example of this.,"social media is a good way of keeping track and up today with the happenings of friends, family, and colleagues over time.",a2,Social media brings MORE GOOD than,3
4331,1170_1263,"when used to communicate important safety and security information, whether nature or man made events, social media is helpful. but personal info security needs significant improvements.",social media provides a platform for friends and family to easily and efficiently post updates in one place that everyone connected to them can then consume,a2,Social media brings MORE GOOD than,3
4332,1248_1290,"using sparingly, social media helps connecting people together, across boundaries of frontiers, time zones, languages, and backgrounds. it really saves time in that respect.",social media allows people to keep in touch with their loved ones who are far away from them.,a2,Social media brings MORE GOOD than,3
4333,1291_1186,"social media promotes engagement and can be a good outlet for shutins or others, such as the socially awkward who struggle with in person interaction.","the internet gives millions of people access to information they would not otherwise have had, which is a huge benefit. most people are not that easy to fool.",a1,Social media brings MORE GOOD than,3
4334,1266_1141,social media has helped saved many lives by immediately connecting with support systems and reaching out for timely help,social media provides an easy way for everyone to express their true views.,a1,Social media brings MORE GOOD than,3
4335,1271_1134,social media can be used to communicate important information to a wide audience. like informing friends and family know about major life events.,social media can allow friends and family members to more actively stay aware of each other's life events.,a2,Social media brings MORE GOOD than,3
4336,1292_1280,social media allows us to easily connect with loved ones.,social media helped the #metoo movement and changed the conversation for women in the workplace,a1,Social media brings MORE GOOD than,3
4337,1293_1294,social media helps in being upto date with the developments that are happening all around the world. and how to update ourselves with the world as it evolves.,"use of social media is a personal choice, and therefore most negative experiences can be controlled by the individual, and often brings more positive outcomes than bad.",a1,Social media brings MORE GOOD than,3
4338,1295_1269,sm often lets people pretty far away to interact or exchange info.,"due to social media, businesses are compelled to provide better and timely customer support.",a2,Social media brings MORE GOOD than,3
4339,1296_1172,social media opened up new options to advertise our business,"social media helps keep the family together despite distance, time zones and language",a2,Social media brings MORE GOOD than,3
4340,1283_1192,"the internet is better than sitting in front of the tv, at least you might learn something.","you can find people all around the globe and connect to them, even if you have lost contact to them long time ago.",a2,Social media brings MORE GOOD than,3
4341,1152_1297,helps in spreading awareness on key social issues,social media helps people connect across physical limitations,a2,Social media brings MORE GOOD than,3
4342,1162_1269,social media provides a broad platform that provides a voice to underserved populations,"due to social media, businesses are compelled to provide better and timely customer support.",a1,Social media brings MORE GOOD than,3
4343,1298_1299,social media allows the common people around the world to have access to new experiences otherwise reserved only for those who could travel abroad.,a low bar of entry makes it easy to share information to a large group of audience.,a1,Social media brings MORE GOOD than,3
4344,1300_1301,social media allows to equally and exponencially distribute knowledge among the people in a non-costly and timeless way,"social media is great, it allows me to stay in touch with many friends.",a2,Social media brings MORE GOOD than,3
4345,1221_1302,social media has allowed participants in obscure interests to organize and do more impressive things by enabling connections,social media is a great way to keep in touch with friends and family.,a2,Social media brings MORE GOOD than,3
4346,1280_1266,social media helped the #metoo movement and changed the conversation for women in the workplace,social media has helped saved many lives by immediately connecting with support systems and reaching out for timely help,a2,Social media brings MORE GOOD than,3
4347,1136_1303,"being a better person is about compassion and empathy. and there is nothing that increases cross-world empathy like social media. from africa to arizona, i can deeply understand the human condition. thank you, facebook.","social media, as we know, is the platform for multiple people across the globe who want their voices and opinions to be heard, which is a constructive thing altogether should we be tolerant towards everyone's opinions.",a2,Social media brings MORE GOOD than,3
4348,1152_1182,helps in spreading awareness on key social issues,social networks can help connect people who are geographically apart,a2,Social media brings MORE GOOD than,3
4349,1225_1194,social media are an ideal platform for brands to spread their messages in an other way and to build on the reach of the influencers on such media.,social media allows people with real life social interaction issues to approach and talk to people they wouldn't usually have the courage to do by themselves.,a2,Social media brings MORE GOOD than,3
4350,1304_1305,"social media is just another piece of technology, and shows how creative are human beings.",social media provides easier access to relatives and friends that were lost out of sight,a2,Social media brings MORE GOOD than,3
4351,1295_1306,sm often lets people pretty far away to interact or exchange info.,social media helps us connect to people all around the world.,a2,Social media brings MORE GOOD than,3
4352,1204_1295,social media is equally accessable to everyone. it opens up the world.,sm often lets people pretty far away to interact or exchange info.,a1,Social media brings MORE GOOD than,3
4353,1307_1214,social media connects people in a way no other communication method has ever did,keeps people in touch in ways they weren't able to before.,a1,Social media brings MORE GOOD than,3
4354,1252_1285,"social media is a great way to connect with distant friends and family, sharing photos and stories with people they cannot regularly connect with.",social media is and added advantage in creating international policies based on the events for government. and finding new markets for corporates like how trades and cross border currency are impacted,a1,Social media brings MORE GOOD than,3
4355,1290_1141,social media allows people to keep in touch with their loved ones who are far away from them.,social media provides an easy way for everyone to express their true views.,a1,Social media brings MORE GOOD than,3
4356,1232_1290,social media has brought about information at our fingertips - helping us find the right contact via media such as linkedin,social media allows people to keep in touch with their loved ones who are far away from them.,a2,Social media brings MORE GOOD than,3
4357,1198_1308,social media allows us to connect with people all over the world and brings communication through different mediums allowing people to express themselves in different ways than ever before.,social media helped us to be connected with our friends and relatives and also with colleagues and their life updates. it helps to make new connections also. some important news are shared on social media.,a1,Social media brings MORE GOOD than,3
4358,1171_1218,"social media provides an outlet, and a connection, for people who wish to reach out beyond their immediate circle fo acquaintances. this can boost their happiness, and their mental health, by reducing feelings of isolation.","if you know how to filter data on social media, the good is increased. such as: bring people together, you can meet others with same interest. work together. build good solutions for the world",a1,Social media brings MORE GOOD than,3
4359,1254_1191,"social media allows transfer of ideas, images, events, etc. at a much faster rate than that of traditional media (tv, radio, print news, etc.).","best way of timepass. you will get stuffs from all around the world starting from jokes, news, update on your friends.",a1,Social media brings MORE GOOD than,3
4360,1297_1261,social media helps people connect across physical limitations,it connects the world in a way that change for good can take hold faster.,a1,Social media brings MORE GOOD than,3
4361,1270_1209,people can see more details about you and can judge positively,"best way to remain connected to your family, friends and all near and dear ones.",a2,Social media brings MORE GOOD than,3
4362,1230_1226,a good platform for a common man to reach to their leaders to raise voice for noble cause. which was near to impossible in past. it should be tied to policy and guidelines to avoid misuse.,"thanks to social media, in the time of natural disaster, it has become a handy tool. it has made people to get connected easily. social movements like nirbhaya became more effective thanks to social media.",a2,Social media brings MORE GOOD than,3
4363,1163_1232,its an easy and fast way to be updated on your in interest topics,social media has brought about information at our fingertips - helping us find the right contact via media such as linkedin,a2,Social media brings MORE GOOD than,3
4364,1178_1183,social media actually has a lot of pros that i do believe weigh out the cons. social media actually helps others to communicate even if they are many kilometres away from each other.,social media fosters connection in this high paced society and being social animals we need to be connected to others with similar or opposing ideas. it helps in evaluating both pros and cons of any matter.,a2,Social media brings MORE GOOD than,3
4365,1309_1296,"social media is simply enabling communication, which is always a good thing.",social media opened up new options to advertise our business,a1,Social media brings MORE GOOD than,3
4366,1275_1196,"social media is the world in a platform. people love to talk,opine share,appreciate each other since time immemorial. social media brings them closer, form groups, stay connected and enjoy togetherness in all inclusive manner.","social media has given minorities a safe and discreet place to meet and discuss issues important to them. it has empowered these groups to demand changes in real life, making society better and safer for all.",a2,Social media brings MORE GOOD than,3
4367,1220_1158,social media has given a platform to common man to express themselves. this has lead to many revolutions and positive changes to many lives and therefore society.,"we should promote the correct usage of social media, rather than banning it or discontinuing it in any way. people should develop the brilliance to use any platform in a constructive way",a1,Social media brings MORE GOOD than,3
4368,1176_1310,brings together people towards a common cause which cannot be easily done via traditional methods,professional social media sites allow people the opportunity to make connections with others in their industry to share ideas and employment opportunities.,a2,Social media brings MORE GOOD than,3
4369,1302_1255,social media is a great way to keep in touch with friends and family.,social networks are a non-intimidating way for people with social anxiety to connect with others,a1,Social media brings MORE GOOD than,3
4370,1142_1251,a person can learn to critically analyze the content and motivations from a safe place without having to actively participate.,social media allows you to keep in touch with friends and family over long distances.,a2,Social media brings MORE GOOD than,3
4371,1197_1184,"social media allows people to connect with likeminded individuals from anywhere in the world. this gives people more fulfillment in their lives, and is especially important for minorities who suffer from varying degrees of oppression.","in case of jallikattu or sterlite - there was a huge effect of media in gathering/uniting people for fighting against the government laws and won their right. when used properly, social media brings good.",a1,Social media brings MORE GOOD than,3
4372,1252_1311,"social media is a great way to connect with distant friends and family, sharing photos and stories with people they cannot regularly connect with.",social media is ensuring more of public good by creating awareness when properly verified and validated. given is false news is restricted,a1,Social media brings MORE GOOD than,3
4373,1212_1230,"sm allows anyone to join in the debate. in a world where politicians are struggling for answers, a wider consensus can be reached if the tools are properly used.",a good platform for a common man to reach to their leaders to raise voice for noble cause. which was near to impossible in past. it should be tied to policy and guidelines to avoid misuse.,a1,Social media brings MORE GOOD than,3
4374,1243_1190,social media exposes its users to feel-good stories and acts of kindness that have a positive ripple effect.,social media when used responsibly can be a boon to one and all,a1,Social media brings MORE GOOD than,3
4375,1201_1312,social media is succeeding in bringing people who are physically apart,anything that connects people together cant be bad,a1,Social media brings MORE GOOD than,3
4376,1262_1184,the connections we make in real life are often lost without the assistance of social media. it's enables us to enrich our lives and foster more diverse friendships when we aren't limited by geography.,"in case of jallikattu or sterlite - there was a huge effect of media in gathering/uniting people for fighting against the government laws and won their right. when used properly, social media brings good.",a1,Social media brings MORE GOOD than,3
4377,1267_1231,"social media empower people, enhancing their ability to communicate one with another. some people may abuse this ability, but generally it brings much more good than harm.","social media can help people maintain connections with people and groups such as old school classmates and former neighbors, expanding their social connections.",a2,Social media brings MORE GOOD than,3
4378,1188_1158,"social media has connected more people than ever before and that is always a good thing. when people are connected and share, more good than bad happens.","we should promote the correct usage of social media, rather than banning it or discontinuing it in any way. people should develop the brilliance to use any platform in a constructive way",a1,Social media brings MORE GOOD than,3
4379,1255_1222,social networks are a non-intimidating way for people with social anxiety to connect with others,"social media allows to explore virtually any interest, connection, creed and people knowledge without biased or restriction of any kind, openly.",a2,Social media brings MORE GOOD than,3
4380,1313_1314,social media helps keep in contact with distant friends all over the world. gives us a feeling of connection to people in different time zones and locations.,"due to social media, lots of business are set up online, bringing choice and low prices and compare quality. businesses can find a market for their goods and services in a cost-effective way, globally.",a1,Social media brings MORE GOOD than,3
4381,1299_1315,a low bar of entry makes it easy to share information to a large group of audience.,we can get more information from world wide because of social media than before which gives us much opportunity to widen our thoughts.,a2,Social media brings MORE GOOD than,3
4382,1261_1296,it connects the world in a way that change for good can take hold faster.,social media opened up new options to advertise our business,a2,Social media brings MORE GOOD than,3
4383,1157_1287,"recent events in france with the 'yellow vests' movement is an example of how social media can empower people to be heard, when public opinion seem to have no more impacts on governments actions.",social media is a wonderful place only if the choice of friends or connections made are right and there is some sort of basic similarity between you and the one who views your shares.,a2,Social media brings MORE GOOD than,3
4384,1273_1316,social media ia great. we all like it.,social media gives business platform to interact with their customers faster.,a2,Social media brings MORE GOOD than,3
4385,1176_1242,brings together people towards a common cause which cannot be easily done via traditional methods,social media can allow citizens to voice their opinions publicly by bypassing the old media which is controlled by interest groups.,a2,Social media brings MORE GOOD than,3
4386,1305_1201,social media provides easier access to relatives and friends that were lost out of sight,social media is succeeding in bringing people who are physically apart,a1,Social media brings MORE GOOD than,3
4387,1219_1234,"i think it depends on the platform. example - i find out information on business much sooner than i used to before. as a customer, i am able to express satisfactions/concerns more directly and timely also.",social media is the quickest way to reach out for any kind of help specially in case of emergencies.for eg. in india people traveling in trains are using twitter to reach out for any support.,a2,Social media brings MORE GOOD than,3
4388,1241_1317,research shows that the number of social connections one has is directly related to one's happiness and social media increases connections online.,"they do more good than harm. the benefits of social media through interconnectivity, social empathy far outweigh the negative tendencies of some users",a2,Social media brings MORE GOOD than,3
4389,1169_1247,"social media is a natural extension of the way people have always interacted freely with each other, thus it can only bring good outcomes","social media is a good way of keeping track and up today with the happenings of friends, family, and colleagues over time.",a2,Social media brings MORE GOOD than,3
4390,1217_1164,social media is a convenient means of eliciting the feelings of people and also understanding the impact of events on the populace,"many a times it happened that, different consumer companies are addressing your complain quicker when it is posted on social media, rather than going through formal process.",a1,Social media brings MORE GOOD than,3
4391,1300_1215,social media allows to equally and exponencially distribute knowledge among the people in a non-costly and timeless way,social media allows distant families and friends to stay connected and share their lives in a convenient and fun way,a2,Social media brings MORE GOOD than,3
4392,1227_1226,"sm brings the information, knowledge that you can never have before, the news feed is based on what you're interested in &amp; the people you follow, so it's you who decide whether it's harmful or not","thanks to social media, in the time of natural disaster, it has become a handy tool. it has made people to get connected easily. social movements like nirbhaya became more effective thanks to social media.",a2,Social media brings MORE GOOD than,3
4393,1230_1207,a good platform for a common man to reach to their leaders to raise voice for noble cause. which was near to impossible in past. it should be tied to policy and guidelines to avoid misuse.,"social media helps us find people with similar goals to our own, and provides tools to encourage each other towards attaining our goals. look at health trackers, and facebook groups, twitter hashtags.",a2,Social media brings MORE GOOD than,3
4394,1139_1183,i witnessed social media significant contributions to bring democracy and free speech to my beloved tunisia when it was governed by dictators for way too long. thus social media brings more good than harm.,social media fosters connection in this high paced society and being social animals we need to be connected to others with similar or opposing ideas. it helps in evaluating both pros and cons of any matter.,a2,Social media brings MORE GOOD than,3
4395,1162_1135,social media provides a broad platform that provides a voice to underserved populations,new ways to consume media inspires new content on each respective platforms,a1,Social media brings MORE GOOD than,3
4396,1244_1301,social media can become an activist platform to amplify minority thoughts to mainstream ideas,"social media is great, it allows me to stay in touch with many friends.",a2,Social media brings MORE GOOD than,3
4397,1205_1221,"social media allows people to stay in touch, even though they live in opposite parts of the world.",social media has allowed participants in obscure interests to organize and do more impressive things by enabling connections,a1,Social media brings MORE GOOD than,3
4398,1296_1292,social media opened up new options to advertise our business,social media allows us to easily connect with loved ones.,a2,Social media brings MORE GOOD than,3
4399,1267_1314,"social media empower people, enhancing their ability to communicate one with another. some people may abuse this ability, but generally it brings much more good than harm.","due to social media, lots of business are set up online, bringing choice and low prices and compare quality. businesses can find a market for their goods and services in a cost-effective way, globally.",a1,Social media brings MORE GOOD than,3
4400,1318_1319,social media can help small brands and artists grow their businesses by connecting them to those interested in their products.,targeted advertising based on social media analytics can provide opportunities for users to satisfy their current needs and interests.,a1,Social media brings MORE GOOD than,3
4401,1193_1158,social media reduced the gap between public and government services. public are able to reach out to authorities quickly and able to find solutions for them,"we should promote the correct usage of social media, rather than banning it or discontinuing it in any way. people should develop the brilliance to use any platform in a constructive way",a1,Social media brings MORE GOOD than,3
4402,1153_1290,social media provides access to research materials instantly as opposed to significant labour intensive data gathering,social media allows people to keep in touch with their loved ones who are far away from them.,a2,Social media brings MORE GOOD than,3
4403,1150_1188,"it is the hallmark of the digital age making the world a smaller place. its primary intention helps gives people new, better and easier means to communicate, network and collaborate, notwithstanding the unintended consequences.","social media has connected more people than ever before and that is always a good thing. when people are connected and share, more good than bad happens.",a2,Social media brings MORE GOOD than,3
4404,1317_1195,"they do more good than harm. the benefits of social media through interconnectivity, social empathy far outweigh the negative tendencies of some users",ability to express oneself without fear has allowed more and more folks to raise awareness on topics ignored by the mainstream media,a1,Social media brings MORE GOOD than,3
4405,1157_1202,"recent events in france with the 'yellow vests' movement is an example of how social media can empower people to be heard, when public opinion seem to have no more impacts on governments actions.","social media allows people to quickly communicate, to keep up with friends and what is going on in their lives - where people ensure they only share information to their friend/family circles.",a2,Social media brings MORE GOOD than,3
4406,1254_1257,"social media allows transfer of ideas, images, events, etc. at a much faster rate than that of traditional media (tv, radio, print news, etc.).",social media depends on how individuals use. this means that we have many opportunities to gain various benefits from sm.,a1,Social media brings MORE GOOD than,3
4407,1198_1160,social media allows us to connect with people all over the world and brings communication through different mediums allowing people to express themselves in different ways than ever before.,appropriate use of social media enables you to reach out and promote yourself or your brand itself. it must be used in the correct right direction.,a1,Social media brings MORE GOOD than,3
4408,1271_1216,social media can be used to communicate important information to a wide audience. like informing friends and family know about major life events.,social media as a way to learn more about diverse life styles from people of different backgrounds,a1,Social media brings MORE GOOD than,3
4409,1223_1233,"social media allowed important movements like 11-m, in spain, which gave more voice to the people",social media opens doors to new communities that can lend people an increased sense of purpose.,a2,Social media brings MORE GOOD than,3
4410,1249_1253,there are good lessons learnt can be used for better purpose and quick benefit of the society using social media.,"social media, if rightly used, can help in connecting with people who can help both personally and professionally.",a2,Social media brings MORE GOOD than,3
4411,1157_1189,"recent events in france with the 'yellow vests' movement is an example of how social media can empower people to be heard, when public opinion seem to have no more impacts on governments actions.","in our modern world, many of us are geographically separated from family and childhood friends. social media helps us to remain in contact in a way that was not possible in the past.",a2,Social media brings MORE GOOD than,3
4412,1283_1182,"the internet is better than sitting in front of the tv, at least you might learn something.",social networks can help connect people who are geographically apart,a2,Social media brings MORE GOOD than,3
